image,class_id,class_name,confidence,x0,y0,x1,y1,width,height
P0007_768_768.png,10,small-vehicle,0.2908,597,206,633,222,35,16
P0007_768_768.png,1,ship,0.2884,196,950,256,976,59,25
P0007_768_768.png,9,large-vehicle,0.2857,268,925,334,945,65,20
P0007_768_768.png,10,small-vehicle,0.2784,666,630,682,664,15,33
P0007_768_768.png,9,large-vehicle,0.2712,224,809,365,832,140,23
P0007_768_768.png,9,large-vehicle,0.2545,307,199,391,288,83,88
P0019_0_0.png,10,small-vehicle,0.5182,246,347,282,395,35,48
P0019_0_0.png,10,small-vehicle,0.3767,954,143,977,185,22,42
P0019_0_0.png,1,ship,0.2952,937,773,963,834,25,60
P0019_0_0.png,1,ship,0.2819,517,886,572,942,54,56
P0019_0_0.png,7,harbor,0.2576,594,774,707,896,112,122
P0019_0_2304.png,10,small-vehicle,0.4359,366,320,414,352,48,32
P0019_0_2304.png,10,small-vehicle,0.4068,141,939,163,987,22,48
P0019_0_2304.png,10,small-vehicle,0.3516,340,362,392,395,52,32
P0019_0_2304.png,10,small-vehicle,0.3038,883,643,890,658,7,15
P0019_0_2304.png,10,small-vehicle,0.3021,388,1003,441,1024,53,20
P0019_0_2304.png,10,small-vehicle,0.2576,919,662,926,678,7,15
P0019_0_2304.png,10,small-vehicle,0.2529,928,647,936,662,7,14
P0019_0_3072.png,10,small-vehicle,0.5509,828,247,854,294,26,46
P0019_0_3072.png,10,small-vehicle,0.426,388,232,441,261,53,28
P0019_0_3072.png,10,small-vehicle,0.3763,854,261,882,302,28,41
P0019_0_3072.png,10,small-vehicle,0.3666,141,171,163,219,22,48
P0019_0_3072.png,10,small-vehicle,0.3352,86,357,133,381,47,23
P0019_0_3072.png,10,small-vehicle,0.2842,789,245,815,295,26,49
P0019_0_3072.png,10,small-vehicle,0.2624,786,294,810,344,23,50
P0019_0_768.png,1,ship,0.4243,936,4,964,68,27,63
P0019_0_768.png,1,ship,0.3095,517,118,572,174,55,56
P0019_0_768.png,7,harbor,0.2784,595,4,709,130,114,126
P0019_0_768.png,1,ship,0.2552,160,691,190,749,29,58
P0019_1536_0.png,10,small-vehicle,0.4327,107,140,147,185,39,44
P0019_1536_0.png,10,small-vehicle,0.3264,115,52,176,86,61,33
P0019_1536_2304.png,1,ship,0.3382,605,635,634,657,29,22
P0019_1536_2304.png,10,small-vehicle,0.3191,173,805,221,827,47,22
P0019_1536_2304.png,7,harbor,0.3104,206,286,286,422,80,135
P0019_1536_2304.png,1,ship,0.2785,571,619,600,643,28,23
P0019_1536_3072.png,10,small-vehicle,0.5242,603,347,646,368,43,20
P0019_1536_3072.png,10,small-vehicle,0.3045,174,37,221,59,46,21
P0019_2304_0.png,10,small-vehicle,0.3378,982,123,1010,187,27,64
P0019_3072_0.png,10,small-vehicle,0.5333,760,136,802,160,41,23
P0019_3072_0.png,10,small-vehicle,0.4492,804,208,831,258,27,49
P0019_3072_0.png,1,ship,0.3568,891,911,941,946,50,35
P0019_3072_0.png,10,small-vehicle,0.3527,215,123,242,187,26,63
P0019_3072_0.png,10,small-vehicle,0.3044,798,266,840,287,41,21
